submitted_id	current_id	converted_id	current_symbol
CG8920	FBgn0027529	FBgn0027529	tapas
CG13824	FBgn0040593	FBgn0040593	CG13824
CG13004	FBgn0030797	FBgn0030797	CG13004
CG13492	FBgn0034662	FBgn0034662	CG13492
CG5537	FBgn0035639	FBgn0035639	kri
CG3224	FBgn0029885	FBgn0029885	CG3224
CG17345	FBgn0000075	FBgn0000075	amd
CG10901	FBgn0003015	FBgn0003015	osk
CG17008	FBgn0262475	FBgn0262475	bru2
CG13261	FBgn0259735	FBgn0259735	mtgo
CG11050	FBgn0031836	FBgn0031836	CG11050
CG15610	FBgn0085444	FBgn0085444	mute
CG15507	FBgn0001297	FBgn0001297	kay
CG12672	FBgn0030886	FBgn0030886	CG12672
CG9461	FBgn0037760	FBgn0037760	FBXO11
CG12086	FBgn0011204	FBgn0011204	cue
CG7091	FBgn0038099	FBgn0038099	CG7091
CG5343	FBgn0032248	FBgn0032248	Bug22
CG17742	FBgn0265296	FBgn0265296	Dscam2
CG2190	FBgn0010303	FBgn0010303	hep
CG17369	FBgn0005671	FBgn0005671	Vha55
CG1088	FBgn0283535	FBgn0283535	Vha26
CG9741	FBgn0000447	FBgn0000447	Dhod
CG1693	FBgn0015558	FBgn0015558	tty
CG6175	FBgn0036152	FBgn0036152	CG6175
CG11968	FBgn0037647	FBgn0037647	RagA-B
CG7693	FBgn0023083	FBgn0023083	fray
CG11925	FBgn0051660	FBgn0051660	smog
CG8801	FBgn0028473	FBgn0028473	Non1
CG17949	FBgn0061209	FBgn0061209	His2B:CG17949
CG6025	FBgn0000115	FBgn0000115	Arl1
CG7034	FBgn0266674	FBgn0266674	Sec15
CG8280	FBgn0284245	FBgn0284245	eEF1alpha1
CG12361	FBgn0261723	FBgn0261723	Dbx
CG8994	FBgn0000615	FBgn0000615	exu
CG7556	FBgn0030990	FBgn0030990	CG7556
CG11082	FBgn0267033	FBgn0267033	mamo
CG13741	FBgn0033374	FBgn0033374	CG13741
CG3903	FBgn0001987	FBgn0001987	Gli
CG3897	FBgn0027660	FBgn0027660	blot
CG10223	FBgn0284220	FBgn0284220	Top2
CG7912	FBgn0039736	FBgn0039736	CG7912
CG3832	FBgn0283509	FBgn0283509	Phm
CG1908	FBgn0030274	FBgn0030274	Lint-1
CG15245	FBgn0266431	FBgn0266431	CG45061
CG15245	FBgn0266430	FBgn0266430	CG45060
CG5263	FBgn0016070	FBgn0016070	smg
CG4571	FBgn0263993	FBgn0263993	CG43736
CG15210	FBgn0040850	FBgn0040850	CG15210
CG4212	FBgn0015791	FBgn0015791	Rab14
CG1829	FBgn0031126	FBgn0031126	Cyp6v1
CG13097	FBgn0032051	FBgn0032051	CG13097
CG10206	FBgn0026196	FBgn0026196	nop5
CG5403	FBgn0004795	FBgn0004795	retn
CG4564	FBgn0263993	FBgn0263993	CG43736
CG11525	FBgn0039858	FBgn0039858	CycG
CG4665	FBgn0035964	FBgn0035964	Dhpr
CG5588	FBgn0039532	FBgn0039532	Mtl
CG6292	FBgn0025455	FBgn0025455	CycT
CG13315	FBgn0040827	FBgn0040827	CG13315
CG11418	FBgn0024360	FBgn0024360	MTPAP
CG6445	FBgn0036715	FBgn0036715	Cad74A
CG8728	FBgn0033235	FBgn0033235	CG8728
CG5097	FBgn0038790	FBgn0038790	MtnC
